time,pmt_high_voltage,pmt_current,v_p2p_ch1,v_rms_ch1,v_p2p_ch2,v_rms_ch2
1742899584.7135565,1135.1,133.955,0.0535999984,0.0145808514,0.0568000004,0.0130494824
1742899588.0313,1140.1,134.71,0.0504000001,0.0159239881,0.0623999983,0.0124129727
1742899591.351446,1145.2,135.47,0.0504000001,0.0168979708,0.0535999984,0.0111703863
1742899594.7297275,1150.2,136.225,0.0511999987,0.0126103228,0.0583999977,0.0129258912
1742899598.085047,1155.2,137.005,0.0511999987,0.0173225757,0.0544000007,0.0128403287
1742899601.375548,1160.2,137.76,0.0447999984,0.0119574396,0.0576000027,0.0106911045
1742899604.5914023,1165.2,138.52,0.0471999981,0.0155669739,0.0544000007,0.0119130583
1742899607.9547515,1170.2,139.28,0.0520000011,0.0156717747,0.0599999987,0.011299585
1742899611.275159,1175.1,140.045,0.0472000018,0.0130055286,0.0551999994,0.0109845856
1742899614.5868955,1180.2,140.815,0.0448000021,0.0172536839,0.0568000004,0.0137757258
1742899617.7952807,1185.2,141.57,0.0496000014,0.0142019428,0.0568000004,0.0137701845
1742899621.3837128,1190.2,142.325,0.0500000045,0.0110874651,0.0560000017,0.0131651293
1742899624.889613,1195.1,143.09,0.0463999994,0.0112614743,0.0544000007,0.0132655231
1742899628.131962,1200.1,143.84,0.0520000011,0.0120599447,0.0568000004,0.01270389
1742899631.6514432,1205.2,144.62,0.0520000048,0.0173319802,0.0560000017,0.0129116774
1742899634.9847977,1210.1,145.375,0.0487999991,0.01216539,0.0551999994,0.0131367436
1742899638.4811978,1215.1,146.135,0.0463999994,0.0163352247,0.0527999997,0.0114248656
1742899641.797424,1220.1,146.895,0.0520000011,0.0113121085,0.0560000017,0.0134124961
1742899645.2962103,1225.1,147.645,0.0463999994,0.01529592,0.0568000004,0.0133248335
1742899648.7017899,1230.1,148.425,0.0487999991,0.0147023583,0.0615999997,0.0131175593
1742899652.0514379,1235.1,149.185,0.0480000004,0.0119713424,0.0568000004,0.0109294122
1742899655.6440637,1240.1,149.945,0.0480000004,0.0174348168,0.057599999,0.0130154006
1742899659.0327475,1245.2,150.695,0.0511999987,0.0117179425,0.057599999,0.0112397922
1742899662.4013815,1250.0,151.455,0.045599997,0.011370725,0.055999998,0.0123297153
1742899665.6695762,1255.2,152.23,0.0496000014,0.0131473346,0.0568000004,0.0108616231
1742899668.9877892,1260.2,152.995,0.0511999987,0.0159973428,0.055999998,0.0124962423
