,t,V
0,1742399402.1940513,0.5559999943
1,1742399402.7491615,0.4120000601
2,1742399403.3137395,0.3760000169
3,1742399403.8654902,0.30400002
4,1742399404.430007,0.4720000625
5,1742399404.9622114,0.5120000243
6,1742399406.0785167,0.3960000575
7,1742399406.6465933,0.3720000386
8,1742399407.1969042,0.4480000436
9,1742399407.7750819,0.5960000157
10,1742399408.3352504,0.432000041
11,1742399408.8901207,0.5800000429
12,1742399409.4500706,0.3240000308
13,1742399410.0320616,0.3800000548
14,1742399410.5857995,0.3599999845
15,1742399411.1324534,0.3720000386
16,1742399411.6845686,0.5520000458
17,1742399412.2510223,0.400000006
18,1742399412.805233,0.4720000327
19,1742399413.9131703,0.3560000062
20,1742399414.4820817,0.3919999897
21,1742399415.0170236,0.5720000267
22,1742399416.1190155,0.6440000534
23,1742399416.6750169,0.3880000412
24,1742399417.234539,0.6080000401
25,1742399417.7897146,0.3000000119
26,1742399418.3449976,0.6080000401
27,1742399418.9074886,0.3159999847
28,1742399419.4529157,0.484000057
29,1742399420.0079746,0.3160000145
30,1742399420.5522478,0.5600000024
31,1742399421.115266,0.6960000396
32,1742399421.662377,0.8399999738
33,1742399422.7728105,0.824000001
34,1742399423.3318753,0.5879999995
35,1742399423.8880439,0.5800000429
36,1742399424.9838338,0.3720000386
37,1742399425.5493429,0.5559999943
38,1742399426.0984669,0.3600000143
39,1742399426.6638856,0.4480000138
40,1742399427.2002969,0.6080000401
41,1742399427.7638235,0.3240000308
42,1742399428.8825963,0.6560000181
43,1742399429.4225852,0.2960000336
44,1742399430.0396779,0.3080000281
45,1742399430.6039765,0.65200001
46,1742399431.6994522,0.4880000353
47,1742399432.2694514,0.824000001
48,1742399432.8153777,0.5520000458
49,1742399433.3768268,0.628000021
50,1742399433.9389043,0.6400000453
51,1742399435.0296452,0.4880000651
52,1742399435.5932055,0.5440000296
53,1742399436.1549628,0.5799999833
54,1742399436.7158005,0.5400000215
55,1742399437.2478313,0.4200000167
56,1742399437.8156748,0.4200000465
57,1742399438.365747,0.5360000134
58,1742399438.9253707,0.5480000377
59,1742399439.488185,0.4440000057
60,1742399440.0450666,0.6160000563
