time,pmt_high_voltage,pmt_current,v_p2p_ch1,v_rms_ch1,v_p2p_ch2,v_rms_ch2
1741442099.120664,2165.0,290.56,14.8000001907,0.4303046465,11.6000003815,0.4899905324
1741442105.1305904,2170.1,291.41,13.6000003815,0.3374219239,14.8000001907,1.2735811472
1741442110.859812,2175.1,292.175,18.2000007629,0.6323289871,28.8000011444,0.5258732438
1741442116.533059,2180.0,292.92,35.6000022888,0.9548930526,27.4000015259,0.3444640338
1741442122.361005,2184.5,293.685,20.2000007629,0.6565824151,9.0,0.8801215291
1741442128.0959785,2190.0,294.44,13.3999996185,0.6946085691,18.4000015259,0.7765778899
1741442133.9309983,2194.7,295.21,35.6000022888,1.15394485,35.6000022888,1.9555280209
1741442139.8266327,2199.9,295.95,35.6000022888,1.3678992987,28.0000019073,1.7317181826
1741442145.4693406,2205.0,296.72,24.2000007629,1.6068149805,35.6000022888,1.2026714087
1741442151.1298115,2210.0,297.48,16.6000003815,1.7200649977,35.6000022888,1.56272614
